admission_date|company_name|icb_industry|icb_supersector|country_of_incorp|world_region|market|international_issuer|market_cap
1996-04-16|INVESTEC INVESTMENT TRUST PLC|||United Kingdom|Europe|MAIN MARKET|No|0.00
2002-07-29|INVESTEC PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET / ADMISSION TO TRADING ONLY|No|1122.50
1964-07-23|INVESTMENT COMPANY PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|12.17
2008-05-09|IOFINA PLC|Energy|Energy|United Kingdom|Europe|AIM|No|30.99
2000-04-19|IOMART GROUP PLC|Technology|Technology|United Kingdom|Europe|AIM|No|294.35
2006-06-19|IP GROUP PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|530.63
1993-08-02|IQ-AI LIMITED|Health Care|Health Care|Jersey|Europe|MAIN MARKET|No|4.16
2003-09-30|IQE PLC|Technology|Technology|United Kingdom|Europe|AIM|No|212.31
2011-06-22|IQGEO GROUP PLC|Technology|Technology|United Kingdom|Europe|AIM|No|31.00
2009-01-19|IRF EUROPEAN FINANCE INVESTMENTS LTD|Financials|Financial Services|Bermuda|North America|MAIN MARKET|Yes|0.18
1993-05-13|IRISH CONTINENTAL GROUP PLC|Industrials|Industrial Goods and Services|Ireland|Europe|MAIN MARKET|Yes|502.65
2015-02-12|IRONRIDGE RESOURCES LIMITED|Basic Materials|Basic Resources|Australia|Pacific|AIM|Yes|30.99
2001-05-04|IRONVELD PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|3.93
2012-07-10|ITACONIX PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|1.68
2004-06-11|ITM POWER PLC|Energy|Energy|United Kingdom|Europe|AIM|No|560.50
2004-02-02|ITV PLC|Consumer Discretionary|Media|United Kingdom|Europe|MAIN MARKET|No|2657.58
2016-12-19|IWG PLC|Industrials|Industrial Goods and Services|Jersey|Europe|MAIN MARKET|No|1502.02
2013-10-15|IXICO PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|26.84
2018-08-08|JADESTONE ENERGY INC|Energy|Energy|Canada|North America|AIM|Yes|156.75
2002-03-11|JAMES HALSTEAD PLC|Industrials|Construction and Materials|United Kingdom|Europe|AIM|No|1011.57
2017-06-29|JANGADA MINES PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|2.81
1990-05-14|JARDINE MATHESON HOLDINGS LD|Industrials|Industrial Goods and Services|Bermuda|North America|MAIN MARKET|Yes|115576.89
1991-06-20|JARDINE STRATEGIC HOLDINGS LD|Industrials|Industrial Goods and Services|Bermuda|North America|MAIN MARKET|Yes|55750.52
2004-12-23|JARVIS SECURITIES PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|41.20
2006-10-26|JAYWING PLC|Consumer Discretionary|Media|United Kingdom|Europe|AIM|No|3.27
1996-10-22|JD SPORTS FASHION PLC|Consumer Discretionary|Retail|United Kingdom|Europe|MAIN MARKET|No|4454.49
1964-02-28|JERSEY ELECTRICITY PLC|Utilities|Utilities|Jersey|Europe|MAIN MARKET|No|50.63
2011-03-17|JERSEY OIL AND GAS PLC|Energy|Energy|United Kingdom|Europe|AIM|No|12.12
1995-07-18|JKX OIL & GAS PLC|Energy|Energy|United Kingdom|Europe|MAIN MARKET|No|30.05
2014-03-31|JLEN ENVIRONMENTAL ASSETS GROUP LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|606.86
2015-02-17|JOHN LAING GROUP PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|1674.23
1997-01-27|JOHN LEWIS OF HUNGERFORD PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|AIM|No|0.75
2012-08-06|JOHNSON MATTHEY PLC|Basic Materials|Chemicals|United Kingdom|Europe|MAIN MARKET|No|3479.73
2008-06-10|JOHNSON SERVICE GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|381.59
2018-11-13|JOINT STOCK COMPANY NATIONAL ATOMIC COMPANY KAZATOMPROM|Basic Materials|Basic Resources|Kazakhstan|Asia|MAIN MARKET|Yes|0.00
2016-05-26|JOULES GROUP PLC|Consumer Discretionary|Retail|United Kingdom|Europe|AIM|No|75.08
2005-04-15|JOURNEO PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|4.11
2005-06-30|JPEL PRIVATE EQUITY LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|127.64
1955-12-18|JPMORGAN AMERICAN INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|806.81
1997-09-12|JPMORGAN ASIA GROWTH & INCOME PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|310.47
2010-04-26|JPMORGAN BRAZIL INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|14.08
1993-10-19|JPMORGAN CHINA GROWTH & INCOME PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|255.92
1963-04-24|JPMORGAN CLAVERHOUSE INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|292.36
1999-11-24|JPMORGAN ELECT PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|265.02
1991-07-16|JPMORGAN EMERGING MARKETS INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|983.33
1990-04-24|JPMORGAN EURO SMALL CO. TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|400.25
1955-06-23|JPMORGAN EUROPEAN INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|248.66
2019-09-24|JPMORGAN GLOBAL CORE REAL ASSETS LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|175.14
2010-07-29|JPMORGAN GLOBAL EMERGING MARKETS INCOME TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|293.67
1968-11-01|JPMORGAN GLOBAL GROWTH & INCOME PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|404.64
1994-05-26|JPMORGAN INDIAN INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|347.45
2000-04-12|JPMORGAN JAPAN SMALLER CO TST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|196.48
1955-01-07|JPMORGAN JAPANESE INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|609.52
1972-06-26|JPMORGAN MID CAPITAL INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|192.05
2018-03-02|JPMORGAN MULTI-ASSET TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|68.88
2002-12-20|JPMORGAN RUSSIAN SECURITIES PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|228.33
1990-08-06|JPMORGAN SMALLER COMPANIES INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|143.62
1982-01-12|JPMORGAN US SMALLER CO. INV TST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|129.03
2006-12-20|JSC HALYK BANK|Financials|Banks|Kazakhstan|Asia|MAIN MARKET|Yes|0.00
2007-05-17|JSC VTB BANK|Financials|Banks|Russian Federation|Europe|MAIN MARKET|Yes|0.00
2018-03-14|JTC PLC|Financials|Financial Services|Jersey|Europe|MAIN MARKET|No|496.20
2002-07-31|JUBILEE METALS GROUP PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|50.44
2005-05-24|JUDGES SCIENTIFIC PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|260.77
2017-05-15|JUPITER EMERGING & FRONTIER INCOME TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|62.87
2010-06-21|JUPITER FUND MANAGEMENT PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|915.40
2006-06-08|JUPITER GREEN INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|30.17
1987-07-02|JUPITER UK GROWTH INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|26.13
1993-03-11|JUPITER US SMALLER COMPANIES PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|102.59
2020-02-03|JUST EAT TAKEAWAY.COM N.V.|Technology|Technology|Netherlands|Europe|MAIN MARKET|Yes|8711.66
2013-11-12|JUST GROUP PLC|Financials|Insurance|United Kingdom|Europe|MAIN MARKET|No|557.91
2008-07-01|JZ CAPITAL PARTNERS LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|143.29
2001-03-28|K3 BUSINESS TECHNOLOGY GROUP PLC|Technology|Technology|United Kingdom|Europe|AIM|No|36.72
2017-04-11|K3 CAPITAL GROUP PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|60.15
2015-07-10|KAINOS GROUP PLC|Technology|Technology|United Kingdom|Europe|MAIN MARKET|No|801.98
1953-02-12|KAKUZI LD|Consumer Staples|Food, Beverage and Tobacco|Kenya|Africa|MAIN MARKET|Yes|18.13
2014-09-30|KAPE TECHNOLOGIES PLC|Technology|Technology|Isle of Man|Europe|AIM|No|259.28
2005-09-01|KARELIAN DIAMOND RESOURCES PLC|Basic Materials|Basic Resources|Ireland|Europe|AIM|Yes|0.93
2015-04-27|KATORO GOLD PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|2.90
2018-07-31|KAVANGO RESOURCES PLC|Basic Materials|Basic Resources|United Kingdom|Europe|MAIN MARKET|No|1.37
2005-10-12|KAZ MINERALS PLC|Basic Materials|Basic Resources|United Kingdom|Europe|MAIN MARKET|No|1659.20
2006-06-12|KAZERA GLOBAL PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|1.39
2012-12-17|KCELL JOINT STOCK COMPANY|Telecommunications|Telecommunications|Kazakhstan|Asia|MAIN MARKET|Yes|0.00
2015-07-03|KCR RESIDENTIAL REIT PLC|Real Estate|Real Estate|United Kingdom|Europe|AIM|No|11.99
2006-12-18|KEFI MINERALS PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|8.18
1994-05-05|KELLER GROUP PLC|Industrials|Construction and Materials|United Kingdom|Europe|MAIN MARKET|No|379.09
1994-11-17|KENMARE RESOURCES PLC|Basic Materials|Basic Resources|Ireland|Europe|MAIN MARKET|Yes|224.80
2011-07-18|KERAS RESOURCES PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|1.95
1990-04-19|KERRY GROUP PLC|Consumer Staples|Food, Beverage and Tobacco|Ireland|Europe|MAIN MARKET|Yes|16356.52
1954-11-19|KEYSTONE INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|140.45
2017-10-26|KEYSTONE LAW GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|137.76
2013-07-12|KEYWORDS STUDIOS PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|AIM|No|944.50
2012-09-07|KIBO ENERGY PLC|Basic Materials|Basic Resources|Ireland|Europe|AIM|Yes|3.77
1996-12-12|KIER GROUP PLC|Industrials|Construction and Materials|United Kingdom|Europe|MAIN MARKET|No|121.67
1985-10-03|KIN AND CARTA PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|102.89
1982-11-24|KINGFISHER PLC|Consumer Discretionary|Retail|United Kingdom|Europe|MAIN MARKET|No|3036.47
1996-04-04|KINGS ARMS YARD VCT PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|79.35
1995-06-08|KINGSPAN GROUP PLC|Industrials|Construction and Materials|Ireland|Europe|MAIN MARKET|Yes|7805.15
2005-02-24|KINGSWOOD HOLDINGS LIMITED|Financials|Financial Services|United Kingdom|Europe|AIM|No|46.85
2018-06-29|KNIGHTS GROUP HOLDINGS PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|287.19
2013-12-30|KODAL MINERALS PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|3.24
1999-09-27|KONAMI HOLDINGS CORPORATION|Consumer Discretionary|Consumer Products and Services|Japan|Asia|MAIN MARKET|Yes|3543.04
2018-03-29|KORE POTASH PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|9.48
2017-08-21|KOSMOS ENERGY LTD|Energy|Energy|United States|North America|MAIN MARKET|Yes|306.66
2018-04-30|KRM22 PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|10.39
2013-10-16|KROMEK GROUP PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|46.08
2018-11-30|KROPZ PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|26.92
2010-03-31|KSK POWER VENTUR PLC|Utilities|Utilities|Isle of Man|Europe|MAIN MARKET|No|3.94
2008-11-06|LAMPRELL PLC|Energy|Energy|Isle of Man|Europe|MAIN MARKET|No|44.60
2009-03-16|LANCASHIRE HOLDINGS LIMITED|Financials|Insurance|Bermuda|North America|MAIN MARKET|Yes|1253.05
1955-08-02|LAND SECURITIES GROUP PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|4128.53
2005-04-06|LANDORE RESOURCES LIMITED|Basic Materials|Basic Resources|Guernsey|Europe|AIM|No|7.40
2006-04-21|LANSDOWNE OIL & GAS PLC|Energy|Energy|United Kingdom|Europe|AIM|No|2.40
2004-09-27|LARSEN AND TOUBRO LIMITED|Industrials|Construction and Materials|India|Asia|ADMISSION TO TRADING ONLY|Yes|0.00
2004-12-31|LATHAM (JAMES) PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|133.07
1946-07-10|LAW DEBENTURE CORPORATION PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|549.53
2013-11-08|LEARNING TECHNOLOGIES GROUP PLC|Technology|Technology|United Kingdom|Europe|AIM|No|893.95
2002-03-13|LEEDS GROUP PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|2.60
1979-07-02|LEGAL & GENERAL GROUP PLC|Financials|Insurance|United Kingdom|Europe|MAIN MARKET|No|11564.19
2013-05-17|LEKOIL LIMITED|Energy|Energy|Cayman Islands|North America|AIM|Yes|9.26
2014-03-05|LENTA PLC|Consumer Staples|Personal Care, Drug and Grocery Stores|British Virgin Islands|North America|MAIN MARKET|Yes|0.00
2002-09-05|LG ELECTRONICS INC|Consumer Discretionary|Consumer Products and Services|South Korea|Asia|MAIN MARKET|Yes|0.00
2001-07-05|LIDCO GROUP PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|22.89
2018-03-26|LIFE SETTLEMENT ASSETS PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|69.87
2014-05-12|LIMITLESS EARTH PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|8.50
2001-01-22|LINDSELL TRAIN INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|212.00
1999-07-21|LIONTRUST ASSET MANAGEMENT PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|521.81
1996-09-27|LITE-ON TECHNOLOGY CORPORATION|Technology|Technology|Taiwan|Asia|PROFESSIONAL SECURITIES MARKET|Yes|0.00
2018-12-19|LITIGATION CAPITAL MANAGEMENT LIMITED|Financials|Financial Services|Australia|Pacific|AIM|Yes|75.23
2001-08-15|LIVE COMPANY GROUP PLC|Consumer Discretionary|Media|United Kingdom|Europe|AIM|No|10.35
2005-06-15|LIVERMORE INVESTMENTS GROUP LIMITED|Financials|Financial Services|British Virgin Islands|North America|AIM|Yes|60.66
1986-10-08|LLOYDS BANKING GROUP PLC|Financials|Banks|United Kingdom|Europe|MAIN MARKET|No|22536.61
2009-06-30|LMS CAPITAL PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|20.50
2008-04-21|LOCATION SCIENCES GROUP PLC|Technology|Technology|United Kingdom|Europe|AIM|No|2.58
2000-06-28|LOK'N STORE GROUP PLC|Real Estate|Real Estate|United Kingdom|Europe|AIM|No|170.16
1944-11-29|LONDON & ASSOCIATED PROPERTIES PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|14.51
1946-11-13|LONDON FINANCE & INVESTMENT GROUP PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|10.77
1999-12-30|LONDON SECURITY PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|239.10
2001-07-20|LONDON STOCK EXCHANGE GROUP PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|25461.27
2010-10-01|LONDONMETRIC PROPERTY PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|1480.20
2019-11-28|LONGBOAT ENERGY PLC|Energy|Energy|United Kingdom|Europe|AIM|No|5.80
1973-06-21|LOOKERS PLC|Consumer Discretionary|Retail|United Kingdom|Europe|MAIN MARKET|No|62.42
2016-08-24|LOOPUP GROUP PLC|Technology|Technology|United Kingdom|Europe|AIM|No|35.08
2019-04-29|LOUNGERS PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|AIM|No|89.26
1947-09-18|LOW & BONAR PLC|Basic Materials|Basic Resources|United Kingdom|Europe|MAIN MARKET|No|46.83
1966-04-05|LOWLAND INVESTMENT COMPANY PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|243.17
2002-05-07|LPA GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|9.24
2006-11-21|LSL PROPERTY SERVICES PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|173.95
2016-10-17|LUCECO PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|122.53
2008-05-14|LUCKY CEMENT LIMITED|Industrials|Construction and Materials|Pakistan|Asia|PROFESSIONAL SECURITIES MARKET|Yes|0.00
2017-02-27|LXI REIT PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|567.31
2009-11-12|M WINKWORTH PLC|Real Estate|Real Estate|United Kingdom|Europe|AIM|No|12.41
2004-07-14|M&C SAATCHI PLC|Consumer Discretionary|Media|United Kingdom|Europe|AIM|No|30.50
2018-11-14|M&G CREDIT INCOME INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|114.40
2019-10-21|M&G PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|2927.50
2002-10-28|M.P. EVANS GROUP PLC|Consumer Staples|Food, Beverage and Tobacco|United Kingdom|Europe|AIM|No|265.49
2010-06-30|MACAU PROPERTY OPPORTUNITIES FUND LIMITED|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|38.96
1973-06-20|MACFARLANE GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|127.83
2017-12-22|MADINET NASR FOR HOUSING & DEVELOPMENT S.A.E.|Real Estate|Real Estate|Egypt|Middle East|ADMISSION TO TRADING ONLY|Yes|0.00
2018-05-30|MAESTRANO GROUP PLC|Technology|Technology|United Kingdom|Europe|AIM|No|2.56
2004-09-27|MAGYAR TELEKOM TELECOMMUNICATIONS PLC|Telecommunications|Telecommunications|Hungary|Europe|ADMISSION TO TRADING ONLY|Yes|0.00
2004-09-27|MAHINDRA & MAHINDRA LIMITED|Consumer Discretionary|Automobiles and Parts|India|Asia|ADMISSION TO TRADING ONLY|Yes|0.00
2010-11-11|MAIL.RU GROUP LIMITED|Technology|Technology|British Virgin Islands|North America|MAIN MARKET|Yes|0.00
2016-04-28|MAINTEL HOLDINGS PLC|Telecommunications|Telecommunications|United Kingdom|Europe|AIM|No|24.20
1941-03-05|MAJEDIE INVESTMENTS PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|92.27
2004-12-10|MALVERN INTERNATIONAL PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|0.91
2012-11-06|MAN GROUP PLC|Financials|Financial Services|Jersey|Europe|MAIN MARKET|No|1875.22
1987-12-01|MANAGEMENT CONSULTING GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|12.89
1997-12-08|MANCHESTER & LONDON INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|186.91
1990-01-22|MANDARIN ORIENTAL INTERNATIONAL LD|Consumer Discretionary|Travel and Leisure|Bermuda|North America|MAIN MARKET|Yes|3891.59
1995-06-02|MANDO MACHINERY CORPORATION|Consumer Discretionary|Automobiles and Parts|South Korea|Asia|MAIN MARKET|Yes|0.00
2018-12-14|MANOLETE PARTNERS PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|144.22
2008-01-30|MANX FINANCIAL GROUP PLC|Financials|Financial Services|Isle of Man|Europe|AIM|No|9.18
2018-02-13|MARBLE POINT LOAN FINANCING LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|129.41
2008-03-03|MARECHALE CAPITAL PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|0.40
2002-03-19|MARKS AND SPENCER GROUP PLC|Consumer Discretionary|Retail|United Kingdom|Europe|MAIN MARKET|No|1935.24
2016-03-31|MARLOWE PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|161.97
1980-06-06|MARSH & MCLENNAN COS. INC|Financials|Insurance|United States|North America|MAIN MARKET|Yes|32917.24
2015-04-02|MARSHALL MOTOR HOLDINGS PLC|Consumer Discretionary|Retail|United Kingdom|Europe|AIM|No|68.45
2004-07-08|MARSHALLS PLC|Industrials|Construction and Materials|United Kingdom|Europe|MAIN MARKET|No|1171.31
1947-05-23|MARSTON'S PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|MAIN MARKET|No|261.48
1999-03-22|MARTIN CURRIE GLOBAL PORTFOLIO TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|227.27
2000-12-18|MARUWA CO. LTD|Industrials|Industrial Goods and Services|Japan|Asia|MAIN MARKET|Yes|608.16
2008-12-08|MARWYN VALUE INVESTORS LIMITED|Financials|Financial Services|Cayman Islands|North America|MAIN MARKET|Yes|58.32
2014-07-11|MATOMY MEDIA GROUP LTD.|Consumer Discretionary|Media|Israel|Middle East|MAIN MARKET|Yes|4.23
2005-11-23|MATTIOLI WOODS PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|172.17
2005-02-17|MAVEN INCOME & GROWTH VCT 4 PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|69.50
2000-04-06|MAVEN INCOME & GROWTH VCT PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|39.06
2001-12-12|MAVEN INCOME AND GROWTH VCT 3 PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|39.39
2000-12-04|MAVEN INCOME AND GROWTH VCT 5 PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|37.68
2016-03-29|MAXCYTE INC|Health Care|Health Care|United States|North America|AIM|Yes|74.62
2005-12-16|MC MINING LIMITED|Energy|Energy|Australia|Pacific|AIM|Yes|12.70
1995-07-13|MCBRIDE PLC|Consumer Staples|Personal Care, Drug and Grocery Stores|United Kingdom|Europe|MAIN MARKET|No|104.20
2015-11-06|MCCARTHY & STONE PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|MAIN MARKET|No|347.96
2014-02-28|MCCOLL'S RETAIL GROUP PLC|Consumer Staples|Personal Care, Drug and Grocery Stores|United Kingdom|Europe|MAIN MARKET|No|34.56
1959-07-22|MCKAY SECURITIES PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|164.96
2012-10-17|MD MEDICAL GROUP INVESTMENTS PLC|Health Care|Health Care|Cyprus|Europe|MAIN MARKET|Yes|0.00
2008-06-23|MEARS GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|149.16
1989-07-17|MEDIA AND INCOME TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|0.00
2005-02-22|MEDIAZEST PLC|Consumer Discretionary|Media|United Kingdom|Europe|AIM|No|0.35
2017-03-21|MEDICA GROUP PLC|Health Care|Health Care|United Kingdom|Europe|MAIN MARKET|No|117.78
2016-02-15|MEDICLINIC INTERNATIONAL PLC|Health Care|Health Care|United Kingdom|Europe|MAIN MARKET|No|1986.13
1947-04-28|MEGGITT PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|2257.28
1943-11-24|MEIKLES LIMITED|Consumer Staples|Personal Care, Drug and Grocery Stores|Zimbabwe|Africa|MAIN MARKET|Yes|0.00
2016-08-31|MELROSE INDUSTRIES PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|4445.30
2019-04-11|MENA LAND PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|1.45
2015-07-31|MENHADEN PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|48.00
1962-10-03|MENZIES(JOHN) PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|66.61
1952-07-03|MERCANTILE INVESTMENT TRUST (THE) PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|1389.91
2010-10-07|MERCANTILE PORTS & LOGISTICS LIMITED|Industrials|Industrial Goods and Services|Guernsey|Europe|AIM|No|8.38
1954-03-09|MERCHANTS TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|423.54
2014-12-18|MERCIA ASSET MANAGEMENT PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|68.00
2016-06-09|MEREO BIOPHARMA GROUP PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|24.28
2018-11-06|MERIAN CHRYSALIS INVESTMENT COMPANY LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|296.33
2001-05-31|METAL TIGER PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|17.12
2019-07-23|METALNRG PLC|Basic Materials|Basic Resources|United Kingdom|Europe|MAIN MARKET|No|1.44
2004-10-22|METALS EXPLORATION PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|15.02
2016-03-07|METRO BANK PLC|Financials|Banks|United Kingdom|Europe|MAIN MARKET|No|156.64
2008-05-15|MHP SE|Consumer Staples|Food, Beverage and Tobacco|Luxembourg|Europe|MAIN MARKET|Yes|0.00
2004-05-26|MICHELMERSH BRICK HOLDINGS PLC|Industrials|Construction and Materials|United Kingdom|Europe|AIM|No|87.16
2014-11-20|MICRO FOCUS INTERNATIONAL PLC|Technology|Technology|United Kingdom|Europe|MAIN MARKET|No|1336.23
2011-04-11|MICROSAIC SYSTEMS PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|2.97
2014-12-08|MIDATECH PHARMA PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|5.99
2006-07-06|MIDDLEFIELD CANADIAN INCOME PCC|Financials|Financial Services|Jersey|Europe|MAIN MARKET|No|79.65
2016-05-06|MIDWICH GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|347.28
1981-10-21|MID-WYND INTERNATIONAL INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|257.45
2016-10-07|MILA RESOURCES PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|0.38
