admission_date|company_name|icb_industry|icb_supersector|country_of_incorp|world_region|market|international_issuer|market_cap
2014-10-20|THE FULHAM SHORE PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|AIM|No|28.45
2015-11-09|THE GYM GROUP PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|MAIN MARKET|No|194.71
2007-05-02|THE LOCAL SHOPPING REIT PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|7.11
2006-04-13|THE MISSION GROUP PLC|Consumer Discretionary|Media|United Kingdom|Europe|AIM|No|48.62
2018-12-04|THE PANOPLY HOLDINGS PLC|Technology|Technology|United Kingdom|Europe|AIM|No|28.90
2019-12-05|THE PEBBLE GROUP PLC|Consumer Discretionary|Media|United Kingdom|Europe|AIM|No|142.33
2013-07-29|THE RENEWABLES INFRASTRUCTURE GROUP LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|2098.07
2019-03-27|THE SCHIEHALLION FUND LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|490.74
2018-04-04|THE SIMPLYBIZ GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|142.27
2018-07-19|THEWORKS.CO.UK PLC|Consumer Discretionary|Retail|United Kingdom|Europe|MAIN MARKET|No|12.47
2016-12-02|THINKSMART LIMITED|Industrials|Industrial Goods and Services|Australia|Pacific|AIM|Yes|14.11
2007-07-25|THIRD POINT OFFSHORE INVESTORS LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|797.14
2005-06-29|THOR MINING PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|2.05
2006-01-06|THORPE (F.W.) PLC|Technology|Technology|United Kingdom|Europe|AIM|No|307.11
2010-03-04|THRUVISION GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|21.09
2017-10-25|TI FLUID SYSTEMS PLC|Consumer Discretionary|Automobiles and Parts|United Kingdom|Europe|MAIN MARKET|No|764.80
2001-01-22|TIGER RESOURCE PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|0.28
2016-06-14|TIME OUT GROUP PLC|Consumer Discretionary|Media|United Kingdom|Europe|AIM|No|55.69
2010-06-29|TISSUE REGENIX GROUP PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|4.39
1996-01-25|TITON HOLDINGS PLC|Industrials|Construction and Materials|United Kingdom|Europe|AIM|No|9.35
2014-04-24|TIZIANA LIFE SCIENCES PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|54.89
2015-11-30|TLOU ENERGY LIMITED|Energy|Energy|Australia|Pacific|AIM|Yes|6.75
2010-12-10|TMT INVESTMENTS PLC|Financials|Financial Services|Jersey|Europe|AIM|No|49.43
2017-01-24|TOC PROPERTY BACKED LENDING TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|23.15
2011-07-21|TOMCO ENERGY PLC|Energy|Energy|Isle of Man|Europe|AIM|No|1.10
2016-05-10|TOOPLE PLC|Telecommunications|Telecommunications|United Kingdom|Europe|MAIN MARKET|No|1.67
1997-06-02|TOPPS TILES PLC|Consumer Discretionary|Retail|United Kingdom|Europe|MAIN MARKET|No|70.38
2007-01-02|TOTAL PRODUCE PLC|Consumer Staples|Personal Care, Drug and Grocery Stores|Ireland|Europe|AIM|Yes|291.39
1973-09-26|TOTAL S.A.|Energy|Energy|France|Europe|MAIN MARKET|Yes|80220.67
2016-04-01|TOTALLY PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|21.41
2005-10-24|TOUCHSTAR PLC|Technology|Technology|United Kingdom|Europe|AIM|No|2.12
2017-06-26|TOUCHSTONE EXPLORATION INC|Energy|Energy|Canada|North America|AIM|Yes|44.88
2006-01-17|TOWER RESOURCES PLC|Energy|Energy|United Kingdom|Europe|AIM|No|2.42
1960-09-21|TOWN CENTRE SECURITIES PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|73.24
1999-09-29|TOYOTA MOTOR CORPORATION|Consumer Discretionary|Automobiles and Parts|Japan|Asia|MAIN MARKET|Yes|165686.48
2001-07-04|TP GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|40.91
2006-12-19|TP ICAP PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|1906.33
1990-09-06|TR EUROPEAN GROWTH TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|308.17
1953-03-11|TR PROPERTY INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|1007.59
2018-07-31|TRACKWISE DESIGNS PLC|Technology|Technology|United Kingdom|Europe|AIM|No|16.81
2008-08-05|TRACSIS PLC|Technology|Technology|United Kingdom|Europe|AIM|No|171.43
2013-07-16|TRAFALGAR PROPERTY GROUP PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|AIM|No|0.54
2019-06-21|TRAINLINE PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|MAIN MARKET|No|1634.31
2005-11-29|TRAKM8 HOLDINGS PLC|Technology|Technology|United Kingdom|Europe|AIM|No|6.50
1999-12-15|TRANSENSE TECHNOLOGIES PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|7.50
2018-06-29|TRANSGLOBE ENERGY CORPORATION|Energy|Energy|Canada|North America|AIM|Yes|25.39
2003-11-25|TRANS-SIBERIAN GOLD PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|53.60
1986-09-19|TRAVIS PERKINS PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|2225.42
1989-05-10|TREATT PLC|Basic Materials|Chemicals|United Kingdom|Europe|MAIN MARKET|No|231.75
2014-05-28|TREMOR INTERNATIONAL LTD|Consumer Discretionary|Media|Israel|Middle East|AIM|Yes|185.64
1996-03-21|TRIAD GROUP PLC|Technology|Technology|United Kingdom|Europe|MAIN MARKET|No|4.23
2018-09-27|TRIAN INVESTORS 1 LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|250.42
2002-07-08|TRIBAL GROUP PLC|Technology|Technology|United Kingdom|Europe|AIM|No|115.38
2001-12-05|TRICORN GROUP PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|3.69
2018-09-28|TRIDENT RESOURCES PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|3.85
1994-02-16|TRIFAST PLC|Basic Materials|Basic Resources|United Kingdom|Europe|MAIN MARKET|No|116.49
2013-02-14|TRINITY EXPLORATION & PRODUCTION PLC|Energy|Energy|United Kingdom|Europe|AIM|No|21.70
2008-02-18|TRIPLE POINT INCOME VCT PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|42.51
2017-08-08|TRIPLE POINT SOCIAL HOUSING REIT PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|319.32
2010-12-24|TRIPLE POINT VCT 2011 PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|20.64
2010-08-27|TRI-STAR RESOURCES PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|11.90
2005-06-01|TRISTEL PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|188.61
2013-12-09|TRITAX BIG BOX REIT PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|1915.23
2018-07-09|TRITAX EUROBOX PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|395.67
1988-07-18|TROY INCOME & GROWTH TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|237.06
2018-02-21|TRUFIN PLC|Financials|Financial Services|Jersey|Europe|AIM|No|13.34
1948-12-09|TT ELECTRONICS PLC|Technology|Technology|United Kingdom|Europe|MAIN MARKET|No|251.84
2017-12-20|TUFTON OCEANIC ASSETS LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|159.59
2014-12-17|TUI AG|Consumer Discretionary|Travel and Leisure|Germany|Europe|MAIN MARKET|Yes|2136.97
2000-12-18|TULLOW OIL PLC|Energy|Energy|United Kingdom|Europe|MAIN MARKET|No|151.05
2012-05-21|TUNGSTEN CORPORATION PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|31.52
1998-05-14|TURKIYE IS BANKASI A.S.|Financials|Banks|Turkey|Europe|MAIN MARKET|Yes|0.00
2013-03-06|TWENTYFOUR INCOME FUND LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|444.15
2014-03-10|TWENTYFOUR SELECT MONTHLY INCOME FUND LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|144.44
2002-09-25|TWO SHIELDS INVESTMENTS PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|4.86
2007-04-27|TYMAN PLC|Industrials|Construction and Materials|United Kingdom|Europe|MAIN MARKET|No|301.81
1986-07-14|U AND I GROUP PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|99.84
2018-04-25|UAE OIL SERVICES PLC|Financials|Financial Services|Isle of Man|Europe|MAIN MARKET|No|5.50
1992-03-05|UDG HEALTHCARE PUBLIC LIMITED COMPANY|Health Care|Health Care|Ireland|Europe|MAIN MARKET|Yes|1581.68
2007-06-20|UIL FINANCE LIMITED|Financials|Financial Services|Bermuda|North America|MAIN MARKET|Yes|141.96
2007-06-20|UIL LIMITED|Financials|Financial Services|Bermuda|North America|MAIN MARKET|Yes|120.32
2006-09-22|UK COMMERCIAL PROPERTY REIT LIMITED|Real Estate|Real Estate|Guernsey|Europe|MAIN MARKET|No|974.56
2015-07-07|UK MORTGAGES LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|113.32
2005-03-02|UK OIL & GAS PLC|Energy|Energy|United Kingdom|Europe|AIM|No|28.20
2005-02-11|UKRPRODUCT GROUP LIMITED|Consumer Staples|Food, Beverage and Tobacco|Jersey|Europe|AIM|No|1.63
2014-07-28|ULS TECHNOLOGY PLC|Technology|Technology|United Kingdom|Europe|AIM|No|23.35
1996-10-03|ULTRA ELECTRONICS HOLDINGS PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|1424.95
2001-11-05|UNICORN AIM VCT PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|151.46
1939-08-11|UNILEVER PLC|Consumer Staples|Personal Care, Drug and Grocery Stores|United Kingdom|Europe|MAIN MARKET|No|47612.19
2013-07-30|UNION JACK OIL PLC|Energy|Energy|United Kingdom|Europe|AIM|No|14.28
2019-07-17|UNIPHAR PLC|Consumer Staples|Personal Care, Drug and Grocery Stores|Ireland|Europe|AIM|Yes|271.79
1970-01-29|UNISYS CORPORATION|Technology|Technology|United States|North America|MAIN MARKET|Yes|431.71
2000-04-11|UNITE GROUP PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|2914.22
2007-06-29|UNITED BANK LIMITED|Financials|Banks|Pakistan|Asia|PROFESSIONAL SECURITIES MARKET|Yes|0.00
2005-02-17|UNITED CARPETS GROUP PLC|Consumer Discretionary|Retail|United Kingdom|Europe|AIM|No|2.32
2015-11-10|UNITED OIL & GAS PLC|Energy|Energy|United Kingdom|Europe|AIM|No|8.05
2008-07-28|UNITED UTILITIES GROUP PLC|Utilities|Utilities|United Kingdom|Europe|MAIN MARKET|No|6156.09
1995-08-03|UNIVERSE GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|6.90
2005-12-16|UNIVISION ENGINEERING LIMITED|Industrials|Industrial Goods and Services|Hong Kong|Asia|AIM|Yes|4.22
2017-03-01|UP GLOBAL SOURCING HOLDINGS PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|MAIN MARKET|No|33.73
2015-10-26|UPLAND RESOURCES LIMITED|Energy|Energy|Jersey|Europe|MAIN MARKET|No|3.87
2018-05-09|URBAN EXPOSURE PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|55.47
2016-04-13|URBAN LOGISTICS REIT PLC|Real Estate|Real Estate|United Kingdom|Europe|AIM|No|220.68
2014-05-22|URBAN&CIVIC PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|301.97
2007-09-12|URU METALS LIMITED|Basic Materials|Basic Resources|British Virgin Islands|North America|AIM|Yes|0.90
2019-04-16|US SOLAR FUND PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|145.23
2018-04-03|UTILICO EMERGING MARKETS TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|368.00
2019-09-26|VAALCO ENERGY, INC.|Energy|Energy|United States|North America|MAIN MARKET|Yes|43.48
2019-04-25|VALEURA ENERGY INC|Energy|Energy|Canada|North America|MAIN MARKET|Yes|0.00
2006-10-03|VALIRX PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|0.61
1981-07-14|VALUE AND INCOME TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|75.16
2016-10-26|VAN ELLE HOLDINGS PLC|Industrials|Construction and Materials|United Kingdom|Europe|AIM|No|24.40
2006-06-30|VAST RESOURCES PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|18.49
2007-07-18|VECTURA GROUP PLC|Health Care|Health Care|United Kingdom|Europe|MAIN MARKET|No|586.13
2003-10-20|VELA TECHNOLOGIES PLC|Consumer Discretionary|Media|United Kingdom|Europe|AIM|No|0.96
2017-05-18|VELOCITY COMPOSITES PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|6.12
2008-11-20|VELOCYS PLC|Energy|Energy|United Kingdom|Europe|AIM|No|14.81
2014-03-28|VENTURE LIFE GROUP PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|32.23
2006-03-17|VENTUS 2 VCT PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|36.33
2005-03-15|VENTUS VCT PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|33.87
2017-08-10|VERDITEK PLC|Energy|Energy|United Kingdom|Europe|AIM|No|4.94
2006-09-19|VERONA PHARMA PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|55.76
2013-06-12|VERSARIEN PLC|Basic Materials|Chemicals|United Kingdom|Europe|AIM|No|84.84
2015-01-19|VERTU CAPITAL LIMITED|Financials|Financial Services|Cayman Islands|North America|MAIN MARKET|Yes|0.48
2007-03-27|VERTU MOTORS PLC|Consumer Discretionary|Retail|United Kingdom|Europe|AIM|No|76.23
2012-12-17|VESUVIUS PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|874.39
2006-10-26|VIANET GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|21.14
2004-07-27|VICTORIA OIL & GAS PLC|Energy|Energy|United Kingdom|Europe|AIM|No|7.71
2013-12-16|VICTORIA PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|AIM|No|262.08
1995-12-21|VICTREX PLC|Basic Materials|Chemicals|United Kingdom|Europe|MAIN MARKET|No|1704.95
2016-07-05|VIETNAM ENTERPRISE INVESTMENTS LIMITED|Financials|Financial Services|Cayman Islands|North America|MAIN MARKET|Yes|729.85
2006-06-15|VIETNAM HOLDING LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|61.76
2003-09-30|VINACAPITAL VIETNAM OPPORTUNITY FUND LD|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|476.50
2005-09-21|VINTANA PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|0.81
2016-02-02|VIRGIN MONEY UK PLC|Financials|Banks|United Kingdom|Europe|MAIN MARKET|No|890.47
1997-12-09|VISTRY GROUP PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|MAIN MARKET|No|1254.20
1972-12-18|VITEC GROUP PLC (THE)|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|291.84
2018-05-04|VIVO ENERGY PLC|Consumer Discretionary|Retail|United Kingdom|Europe|MAIN MARKET|No|854.60
1988-10-26|VODAFONE GROUP PLC|Telecommunications|Telecommunications|United Kingdom|Europe|MAIN MARKET|No|30252.29
1939-07-20|VOLEX PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|171.56
2007-04-25|VOLGA GAS PLC|Energy|Energy|United Kingdom|Europe|AIM|No|16.97
2015-05-29|VOLTA FINANCE LIMITED|Financials|Financial Services|Guernsey|Europe|MAIN MARKET|No|278.55
2014-06-23|VOLUTION GROUP PLC|Industrials|Construction and Materials|United Kingdom|Europe|MAIN MARKET|No|310.06
2002-12-24|VOLVERE PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|24.58
2012-10-29|VORDERE PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|58.16
1973-04-06|VP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|257.79
2015-03-17|VPC SPECIALTY LENDING INVESTMENTS PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|165.14
2018-03-12|VR EDUCATION HOLDINGS PLC|Technology|Technology|Ireland|Europe|AIM|Yes|15.45
2004-11-04|W RESOURCES PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|7.04
2000-07-27|W.H. IRELAND GROUP PLC|Financials|Financial Services|United Kingdom|Europe|AIM|No|19.97
2006-12-21|WALCOM GROUP LIMITED|Consumer Staples|Food, Beverage and Tobacco|British Virgin Islands|North America|AIM|Yes|0.14
1996-08-22|WALKER CRIPS GROUP PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|8.52
2003-04-15|WALKER GREENBANK PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|AIM|No|21.83
2010-11-10|WALSIN LIHWA CORPORATION|Industrials|Industrial Goods and Services|Taiwan|Asia|ADMISSION TO TRADING ONLY|Yes|0.00
2005-10-31|WAMEJA LIMITED|Industrials|Industrial Goods and Services|Australia|Pacific|AIM|Yes|35.72
2012-06-01|WANDISCO PLC|Technology|Technology|Jersey|Europe|AIM|No|231.56
2017-09-20|WAREHOUSE REIT PLC|Real Estate|Real Estate|United Kingdom|Europe|AIM|No|220.07
2016-11-30|WARPAINT LONDON PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|AIM|No|32.62
2019-05-30|WATCHES OF SWITZERLAND GROUP PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|MAIN MARKET|No|443.71
2006-12-27|WATCHSTONE GROUP PLC|Technology|Technology|United Kingdom|Europe|AIM|No|61.69
2010-07-30|WATER INTELLIGENCE PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|47.33
2016-03-23|WATKIN JONES PLC|Consumer Discretionary|Consumer Products and Services|United Kingdom|Europe|AIM|No|395.35
2000-05-09|WEBIS HOLDINGS PLC|Consumer Discretionary|Travel and Leisure|Isle of Man|Europe|AIM|No|4.13
1946-01-25|WEIR GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|1871.80
2013-05-14|WEISS KOREA OPPORTUNITY FUND LTD.|Financials|Financial Services|Guernsey|Europe|AIM|No|97.53
2018-11-02|WENTWORTH RESOURCES PLC|Energy|Energy|Jersey|Europe|AIM|No|30.85
2007-06-21|WESTMINSTER GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|8.37
1995-10-02|WESTMOUNT ENERGY LIMITED|Energy|Energy|Jersey|Europe|AIM|No|9.06
1992-10-30|WETHERSPOON ( J.D.) PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|MAIN MARKET|No|924.83
2015-12-11|WEY EDUCATION PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|32.06
2006-09-01|WH SMITH PLC|Consumer Discretionary|Retail|United Kingdom|Europe|MAIN MARKET|No|1312.84
1948-07-09|WHITBREAD PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|MAIN MARKET|No|4076.78
2002-06-20|WILLIAM HILL PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|MAIN MARKET|No|595.67
2017-08-17|WILMCOTE HOLDINGS PLC|Financials|Financial Services|Jersey|Europe|AIM|No|20.13
1995-12-06|WILMINGTON PLC|Consumer Discretionary|Media|United Kingdom|Europe|MAIN MARKET|No|101.57
2001-05-18|WINCANTON PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|313.85
2015-03-30|WINDAR PHOTONICS PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|11.94
2013-11-13|WISDOM MARINE LINES CO., LIMITED|Industrials|Industrial Goods and Services|Cayman Islands|North America|MAIN MARKET|Yes|0.00
2012-07-16|WISHBONE GOLD PLC|Basic Materials|Basic Resources|Gibraltar|Europe|AIM|Yes|0.32
1950-10-27|WITAN INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|1399.81
1952-02-11|WITAN PACIFIC INVESTMENT TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|188.17
2015-03-02|WIZZ AIR HOLDINGS PLC|Consumer Discretionary|Travel and Leisure|Jersey|Europe|MAIN MARKET|No|1970.07
2002-06-05|WOOD GROUP (JOHN) PLC|Energy|Energy|United Kingdom|Europe|MAIN MARKET|No|1066.11
2010-09-17|WOODBOIS LIMITED|Basic Materials|Basic Resources|Guernsey|Europe|AIM|No|12.92
2016-02-18|WORK SERVICE S.A.|Industrials|Industrial Goods and Services|Poland|Europe|MAIN MARKET|Yes|36.07
1993-12-15|WORKSPACE GROUP PLC|Real Estate|Real Estate|United Kingdom|Europe|MAIN MARKET|No|1372.77
2011-11-24|WORLDLINK GROUP PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|3.36
1997-03-27|WORLDSEC LD|Financials|Financial Services|Bermuda|North America|MAIN MARKET|Yes|1.49
1995-04-28|WORLDWIDE HEALTHCARE TRUST PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|1564.95
2005-05-23|WORSLEY INVESTORS LIMITED|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|9.44
1954-01-11|WORTHINGTON GROUP PLC|Basic Materials|Basic Resources|United Kingdom|Europe|MAIN MARKET|No|21.76
2008-11-19|WPP PLC|Consumer Discretionary|Media|Jersey|Europe|MAIN MARKET|No|6756.46
2004-05-24|WYNNSTAY GROUP PLC|Consumer Staples|Food, Beverage and Tobacco|United Kingdom|Europe|AIM|No|44.77
1995-09-21|WYNNSTAY PROPERTIES PLC|Real Estate|Real Estate|United Kingdom|Europe|AIM|No|16.41
2005-05-11|X5 RETAIL GROUP N.V|Consumer Staples|Personal Care, Drug and Grocery Stores|Netherlands|Europe|MAIN MARKET|Yes|0.00
1997-10-17|XAAR PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|MAIN MARKET|No|16.04
2014-03-25|XEROS TECHNOLOGY GROUP PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|6.61
2014-03-21|XLMEDIA PLC|Consumer Discretionary|Media|Jersey|Europe|AIM|No|29.00
2007-04-25|XP POWER LIMITED|Industrials|Industrial Goods and Services|Singapore|Asia|MAIN MARKET|Yes|502.03
2017-08-11|XPEDIATOR PLC|Industrials|Industrial Goods and Services|United Kingdom|Europe|AIM|No|31.98
2013-07-11|XPLORER PLC|Energy|Energy|United Kingdom|Europe|MAIN MARKET|No|1.70
2017-02-16|XPS PENSIONS GROUP PLC|Financials|Financial Services|United Kingdom|Europe|MAIN MARKET|No|224.30
2006-02-20|XTRACT RESOURCES PLC|Basic Materials|Basic Resources|United Kingdom|Europe|AIM|No|3.20
2018-07-05|YELLOW CAKE PLC|Basic Materials|Basic Resources|Jersey|Europe|AIM|No|165.09
2018-06-08|YEW GROVE REIT PLC|Real Estate|Real Estate|Ireland|Europe|AIM|Yes|86.14
2005-04-25|YOUGOV PLC|Consumer Discretionary|Media|United Kingdom|Europe|AIM|No|667.58
2005-07-05|YOUNG & CO'S BREWERY PLC|Consumer Discretionary|Travel and Leisure|United Kingdom|Europe|AIM|No|479.16
2006-10-31|YOURGENE HEALTH PLC|Health Care|Health Care|United Kingdom|Europe|AIM|No|97.10
